table_name,column_name,ordinal_position,data_type,udt_name,is_nullable,column_default
entity_aliases,created_at,5,timestamp with time zone,timestamptz,NO,now()
entity_attributes,id,1,uuid,uuid,NO,gen_random_uuid()
entity_attributes,tenant_id,2,uuid,uuid,NO,
entity_attributes,entity_id,3,uuid,uuid,NO,
entity_attributes,key,4,character varying,varchar,NO,
entity_attributes,value,5,jsonb,jsonb,NO,'{}'::jsonb
entity_attributes,created_at,6,timestamp with time zone,timestamptz,NO,now()
entity_attributes,updated_at,7,timestamp with time zone,timestamptz,NO,now()
entity_relations,id,1,uuid,uuid,NO,gen_random_uuid()
entity_relations,tenant_id,2,uuid,uuid,NO,
entity_relations,source_entity_id,3,uuid,uuid,NO,
entity_relations,target_entity_id,4,uuid,uuid,NO,
entity_relations,relation_type,5,character varying,varchar,NO,
entity_relations,confidence,6,numeric,numeric,YES,
entity_relations,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
entity_relations,created_at,8,timestamp with time zone,timestamptz,NO,now()
evaluation_results,id,1,uuid,uuid,NO,gen_random_uuid()
evaluation_results,tenant_id,2,uuid,uuid,NO,
evaluation_results,subject_type,3,character varying,varchar,NO,
evaluation_results,subject_id,4,uuid,uuid,YES,
evaluation_results,evaluator,5,character varying,varchar,YES,
evaluation_results,score,6,numeric,numeric,YES,
evaluation_results,result,7,jsonb,jsonb,NO,'{}'::jsonb
evaluation_results,created_at,8,timestamp with time zone,timestamptz,NO,now()
events,id,1,uuid,uuid,NO,gen_random_uuid()
events,tenant_id,2,uuid,uuid,NO,
events,event_type,3,character varying,varchar,NO,
events,payload,4,jsonb,jsonb,NO,'{}'::jsonb
events,created_at,5,timestamp with time zone,timestamptz,NO,now()
faqs,id,1,uuid,uuid,NO,gen_random_uuid()
faqs,tenant_id,2,uuid,uuid,NO,
faqs,question,3,text,text,NO,
faqs,answer,4,text,text,NO,
faqs,embedding_vector_id,5,uuid,uuid,YES,
faqs,tags,6,ARRAY,_text,NO,'{}'::text[]
faqs,is_active,7,boolean,bool,NO,true
faqs,created_at,8,timestamp with time zone,timestamptz,NO,now()
faqs,updated_at,9,timestamp with time zone,timestamptz,NO,now()
feature_flags,id,1,uuid,uuid,NO,gen_random_uuid()
feature_flags,tenant_id,2,uuid,uuid,YES,
feature_flags,flag_key,3,character varying,varchar,NO,
feature_flags,is_enabled,4,boolean,bool,NO,false
feature_flags,config,5,jsonb,jsonb,NO,'{}'::jsonb
feature_flags,created_at,6,timestamp with time zone,timestamptz,NO,now()
feature_flags,updated_at,7,timestamp with time zone,timestamptz,NO,now()
forecasts,id,1,uuid,uuid,NO,gen_random_uuid()
forecasts,tenant_id,2,uuid,uuid,NO,
forecasts,period_start,3,date,date,NO,
forecasts,period_end,4,date,date,NO,
forecasts,forecast_amount,5,numeric,numeric,NO,0
forecasts,committed_amount,6,numeric,numeric,NO,0
forecasts,best_case_amount,7,numeric,numeric,NO,0
forecasts,metadata,8,jsonb,jsonb,NO,'{}'::jsonb
forecasts,created_at,9,timestamp with time zone,timestamptz,NO,now()
forecasts,updated_at,10,timestamp with time zone,timestamptz,NO,now()
hallucination_checks,id,1,uuid,uuid,NO,gen_random_uuid()
hallucination_checks,tenant_id,2,uuid,uuid,NO,
hallucination_checks,message_id,3,uuid,uuid,YES,
hallucination_checks,status,4,character varying,varchar,NO,
hallucination_checks,findings,5,jsonb,jsonb,NO,'{}'::jsonb
hallucination_checks,created_at,6,timestamp with time zone,timestamptz,NO,now()
integration_connections,id,1,uuid,uuid,NO,
integration_connections,tenant_id,2,uuid,uuid,NO,
integration_connections,integration_id,3,uuid,uuid,NO,
integration_connections,status,4,character varying,varchar,YES,
integration_connections,created_at,5,timestamp without time zone,timestamp,YES,
integration_connections,oauth_token,6,jsonb,jsonb,NO,'{}'::jsonb
integration_sync_jobs,id,1,uuid,uuid,NO,gen_random_uuid()
integration_sync_jobs,tenant_id,2,uuid,uuid,NO,
integration_sync_jobs,integration_connection_id,3,uuid,uuid,NO,
integration_sync_jobs,status,4,character varying,varchar,NO,'queued'::character varying
integration_sync_jobs,started_at,5,timestamp with time zone,timestamptz,YES,
integration_sync_jobs,finished_at,6,timestamp with time zone,timestamptz,YES,
integration_sync_jobs,error,7,text,text,YES,
integration_sync_jobs,stats,8,jsonb,jsonb,NO,'{}'::jsonb
integration_sync_jobs,created_at,9,timestamp with time zone,timestamptz,NO,now()
integration_webhooks,id,1,uuid,uuid,NO,gen_random_uuid()
integration_webhooks,tenant_id,2,uuid,uuid,NO,
integration_webhooks,integration_connection_id,3,uuid,uuid,YES,
integration_webhooks,url,4,text,text,NO,
integration_webhooks,events,5,ARRAY,_text,NO,'{}'::text[]
integration_webhooks,secret_hash,6,text,text,YES,
integration_webhooks,is_active,7,boolean,bool,NO,true
integration_webhooks,created_at,8,timestamp with time zone,timestamptz,NO,now()
integration_webhooks,updated_at,9,timestamp with time zone,timestamptz,NO,now()
integrations,id,1,uuid,uuid,NO,
integrations,name,2,character varying,varchar,NO,
integrations,description,3,character varying,varchar,YES,
integrations,is_active,4,boolean,bool,YES,
invoices,id,1,uuid,uuid,NO,gen_random_uuid()
invoices,tenant_id,2,uuid,uuid,NO,
invoices,subscription_id,3,uuid,uuid,YES,
invoices,customer_id,4,uuid,uuid,YES,
invoices,invoice_number,5,character varying,varchar,YES,
invoices,amount,6,numeric,numeric,NO,0
invoices,currency,7,character varying,varchar,NO,'USD'::character varying
invoices,status,8,character varying,varchar,NO,'draft'::character varying
invoices,due_date,9,date,date,YES,
invoices,paid_at,10,timestamp with time zone,timestamptz,YES,
invoices,metadata,11,jsonb,jsonb,NO,'{}'::jsonb
invoices,created_at,12,timestamp with time zone,timestamptz,NO,now()
invoices,updated_at,13,timestamp with time zone,timestamptz,NO,now()
knowledge_feedback,id,1,uuid,uuid,NO,gen_random_uuid()
knowledge_feedback,tenant_id,2,uuid,uuid,NO,
knowledge_feedback,user_id,3,uuid,uuid,YES,
knowledge_feedback,query,4,text,text,YES,
knowledge_feedback,result_type,5,character varying,varchar,YES,
knowledge_feedback,result_id,6,uuid,uuid,YES,
knowledge_feedback,rating,7,integer,int4,YES,
knowledge_feedback,feedback,8,text,text,YES,
knowledge_feedback,metadata,9,jsonb,jsonb,NO,'{}'::jsonb
knowledge_feedback,created_at,10,timestamp with time zone,timestamptz,NO,now()
knowledge_sources,id,1,uuid,uuid,NO,gen_random_uuid()
knowledge_sources,tenant_id,2,uuid,uuid,NO,
knowledge_sources,name,3,character varying,varchar,NO,
knowledge_sources,source_type,4,character varying,varchar,NO,
knowledge_sources,config,5,jsonb,jsonb,NO,'{}'::jsonb
knowledge_sources,is_active,6,boolean,bool,NO,true
knowledge_sources,created_at,7,timestamp with time zone,timestamptz,NO,now()
knowledge_sources,updated_at,8,timestamp with time zone,timestamptz,NO,now()
knowledge_tags,id,1,uuid,uuid,NO,gen_random_uuid()
knowledge_tags,tenant_id,2,uuid,uuid,NO,
knowledge_tags,name,3,character varying,varchar,NO,
knowledge_tags,description,4,text,text,YES,
knowledge_tags,created_at,5,timestamp with time zone,timestamptz,NO,now()
latency_metrics,id,1,uuid,uuid,NO,gen_random_uuid()
latency_metrics,tenant_id,2,uuid,uuid,NO,
latency_metrics,component,3,character varying,varchar,NO,
latency_metrics,latency_ms,4,integer,int4,NO,
latency_metrics,metadata,5,jsonb,jsonb,NO,'{}'::jsonb
latency_metrics,created_at,6,timestamp with time zone,timestamptz,NO,now()
lead_activities,id,1,uuid,uuid,NO,gen_random_uuid()
lead_activities,tenant_id,2,uuid,uuid,NO,
lead_activities,lead_id,3,uuid,uuid,NO,
lead_activities,activity_type,4,character varying,varchar,NO,
lead_activities,subject,5,character varying,varchar,YES,
lead_activities,description,6,text,text,YES,
lead_activities,occurred_at,7,timestamp with time zone,timestamptz,NO,now()
lead_activities,metadata,8,jsonb,jsonb,NO,'{}'::jsonb
lead_activities,created_at,9,timestamp with time zone,timestamptz,NO,now()
lead_analytics,id,1,uuid,uuid,NO,gen_random_uuid()
lead_analytics,tenant_id,2,uuid,uuid,NO,
lead_analytics,lead_id,3,uuid,uuid,YES,
lead_analytics,metrics,4,jsonb,jsonb,NO,'{}'::jsonb
lead_analytics,measured_at,5,timestamp with time zone,timestamptz,NO,now()
lead_analytics,created_at,6,timestamp with time zone,timestamptz,NO,now()
lead_intents,id,1,uuid,uuid,NO,gen_random_uuid()
lead_intents,tenant_id,2,uuid,uuid,NO,
lead_intents,lead_id,3,uuid,uuid,NO,
lead_intents,intent,4,character varying,varchar,NO,
lead_intents,confidence,5,numeric,numeric,YES,
lead_intents,evidence,6,text,text,YES,
lead_intents,detected_at,7,timestamp with time zone,timestamptz,NO,now()
lead_intents,created_at,8,timestamp with time zone,timestamptz,NO,now()
lead_qualifications,id,1,uuid,uuid,NO,gen_random_uuid()
lead_qualifications,tenant_id,2,uuid,uuid,NO,
lead_qualifications,lead_id,3,uuid,uuid,NO,
lead_qualifications,framework_id,4,uuid,uuid,NO,
lead_qualifications,score,5,numeric,numeric,YES,
lead_qualifications,status,6,character varying,varchar,YES,
lead_qualifications,reasoning,7,text,text,YES,
lead_qualifications,created_at,8,timestamp with time zone,timestamptz,NO,now()
lead_qualifications,updated_at,9,timestamp with time zone,timestamptz,NO,now()
lead_scores,id,1,uuid,uuid,NO,gen_random_uuid()
lead_scores,tenant_id,2,uuid,uuid,NO,
lead_scores,lead_id,3,uuid,uuid,NO,
lead_scores,icp_score,4,integer,int4,NO,0
lead_scores,intent_score,5,integer,int4,NO,0
lead_scores,engagement_score,6,integer,int4,NO,0
lead_scores,buying_score,7,integer,int4,NO,0
lead_scores,relationship_score,8,integer,int4,NO,0
lead_scores,revenue_score,9,integer,int4,NO,0
lead_scores,metadata,10,jsonb,jsonb,NO,'{}'::jsonb
lead_scores,created_at,11,timestamp with time zone,timestamptz,NO,now()
lead_sources,id,1,uuid,uuid,NO,gen_random_uuid()
lead_sources,tenant_id,2,uuid,uuid,NO,
lead_sources,name,3,character varying,varchar,NO,
lead_sources,channel,4,character varying,varchar,YES,
lead_sources,campaign,5,character varying,varchar,YES,
lead_sources,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
lead_sources,created_at,7,timestamp with time zone,timestamptz,NO,now()
lead_sources,updated_at,8,timestamp with time zone,timestamptz,NO,now()
leads,id,1,uuid,uuid,NO,
leads,tenant_id,2,uuid,uuid,NO,
leads,email,3,character varying,varchar,NO,
leads,first_name,4,character varying,varchar,YES,
leads,last_name,5,character varying,varchar,YES,
leads,company,6,character varying,varchar,YES,
leads,status,7,character varying,varchar,YES,
leads,revenue_score,8,integer,int4,YES,
leads,created_at,9,timestamp without time zone,timestamp,YES,
leads,name,10,character varying,varchar,YES,
leads,phone,11,character varying,varchar,YES,
leads,source,12,character varying,varchar,YES,
leads,metadata,13,jsonb,jsonb,NO,'{}'::jsonb
leads,updated_at,14,timestamp with time zone,timestamptz,NO,now()
llm_requests,id,1,uuid,uuid,NO,gen_random_uuid()
llm_requests,tenant_id,2,uuid,uuid,NO,
llm_requests,agent_id,3,uuid,uuid,YES,
llm_requests,model,4,character varying,varchar,NO,
llm_requests,prompt,5,jsonb,jsonb,NO,'{}'::jsonb
llm_requests,parameters,6,jsonb,jsonb,NO,'{}'::jsonb
llm_requests,created_at,7,timestamp with time zone,timestamptz,NO,now()
llm_responses,id,1,uuid,uuid,NO,gen_random_uuid()
llm_responses,tenant_id,2,uuid,uuid,NO,
llm_responses,request_id,3,uuid,uuid,YES,
llm_responses,response,4,jsonb,jsonb,NO,'{}'::jsonb
llm_responses,finish_reason,5,character varying,varchar,YES,
llm_responses,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
llm_responses,created_at,7,timestamp with time zone,timestamptz,NO,now()
meeting_notes,id,1,uuid,uuid,NO,gen_random_uuid()
meeting_notes,tenant_id,2,uuid,uuid,NO,
meeting_notes,meeting_id,3,uuid,uuid,NO,
meeting_notes,note_type,4,character varying,varchar,NO,'human'::character varying
meeting_notes,content,5,text,text,NO,
meeting_notes,created_by,6,uuid,uuid,YES,
meeting_notes,created_at,7,timestamp with time zone,timestamptz,NO,now()
meetings,id,1,uuid,uuid,NO,gen_random_uuid()
meetings,tenant_id,2,uuid,uuid,NO,
meetings,lead_id,3,uuid,uuid,YES,
meetings,customer_id,4,uuid,uuid,YES,
meetings,opportunity_id,5,uuid,uuid,YES,
meetings,title,6,character varying,varchar,NO,
meetings,scheduled_at,7,timestamp with time zone,timestamptz,YES,
meetings,completed_at,8,timestamp with time zone,timestamptz,YES,
meetings,status,9,character varying,varchar,NO,'scheduled'::character varying
meetings,metadata,10,jsonb,jsonb,NO,'{}'::jsonb
meetings,created_at,11,timestamp with time zone,timestamptz,NO,now()
meetings,updated_at,12,timestamp with time zone,timestamptz,NO,now()
message_attachments,id,1,uuid,uuid,NO,gen_random_uuid()
message_attachments,tenant_id,2,uuid,uuid,NO,
message_attachments,message_id,3,uuid,uuid,NO,
message_attachments,file_name,4,character varying,varchar,YES,
message_attachments,file_type,5,character varying,varchar,YES,
message_attachments,file_url,6,text,text,YES,
message_attachments,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
message_attachments,created_at,8,timestamp with time zone,timestamptz,NO,now()
message_delivery_status,id,1,uuid,uuid,NO,gen_random_uuid()
message_delivery_status,tenant_id,2,uuid,uuid,NO,
message_delivery_status,message_id,3,uuid,uuid,NO,
message_delivery_status,channel,4,character varying,varchar,NO,
message_delivery_status,status,5,character varying,varchar,NO,
message_delivery_status,provider_message_id,6,text,text,YES,
message_delivery_status,delivered_at,7,timestamp with time zone,timestamptz,YES,
message_delivery_status,read_at,8,timestamp with time zone,timestamptz,YES,
message_delivery_status,metadata,9,jsonb,jsonb,NO,'{}'::jsonb
message_delivery_status,created_at,10,timestamp with time zone,timestamptz,NO,now()
message_reactions,id,1,uuid,uuid,NO,gen_random_uuid()
message_reactions,tenant_id,2,uuid,uuid,NO,
message_reactions,message_id,3,uuid,uuid,NO,
message_reactions,user_id,4,uuid,uuid,YES,
message_reactions,reaction,5,character varying,varchar,NO,
message_reactions,created_at,6,timestamp with time zone,timestamptz,NO,now()
migrations_log,id,1,uuid,uuid,NO,gen_random_uuid()
migrations_log,migration_name,2,character varying,varchar,NO,
migrations_log,applied_at,3,timestamp with time zone,timestamptz,NO,now()
migrations_log,metadata,4,jsonb,jsonb,NO,'{}'::jsonb
model_usage,id,1,uuid,uuid,NO,gen_random_uuid()
model_usage,tenant_id,2,uuid,uuid,NO,
model_usage,model,3,character varying,varchar,NO,
model_usage,provider,4,character varying,varchar,YES,
model_usage,prompt_tokens,5,integer,int4,NO,0
model_usage,completion_tokens,6,integer,int4,NO,0
model_usage,total_tokens,7,integer,int4,NO,0
model_usage,cost,8,numeric,numeric,NO,0
model_usage,latency_ms,9,integer,int4,YES,
model_usage,metadata,10,jsonb,jsonb,NO,'{}'::jsonb
model_usage,created_at,11,timestamp with time zone,timestamptz,NO,now()
notification_templates,id,1,uuid,uuid,NO,gen_random_uuid()
notification_templates,tenant_id,2,uuid,uuid,YES,
notification_templates,name,3,character varying,varchar,NO,
notification_templates,channel,4,character varying,varchar,NO,
notification_templates,subject_template,5,text,text,YES,
notification_templates,body_template,6,text,text,NO,
notification_templates,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
notification_templates,created_at,8,timestamp with time zone,timestamptz,NO,now()
notification_templates,updated_at,9,timestamp with time zone,timestamptz,NO,now()
notifications,id,1,uuid,uuid,NO,gen_random_uuid()
notifications,tenant_id,2,uuid,uuid,NO,
notifications,user_id,3,uuid,uuid,YES,
notifications,notification_type,4,character varying,varchar,NO,
notifications,title,5,character varying,varchar,NO,
notifications,body,6,text,text,YES,
notifications,payload,7,jsonb,jsonb,NO,'{}'::jsonb
notifications,read_at,8,timestamp with time zone,timestamptz,YES,
notifications,created_at,9,timestamp with time zone,timestamptz,NO,now()
opportunities,id,1,uuid,uuid,NO,gen_random_uuid()
opportunities,tenant_id,2,uuid,uuid,NO,
opportunities,lead_id,3,uuid,uuid,YES,
opportunities,name,4,character varying,varchar,NO,
opportunities,stage,5,character varying,varchar,YES,
opportunities,amount,6,numeric,numeric,YES,
opportunities,probability,7,numeric,numeric,YES,
opportunities,close_date,8,date,date,YES,
opportunities,status,9,character varying,varchar,NO,'open'::character varying
opportunities,metadata,10,jsonb,jsonb,NO,'{}'::jsonb
opportunities,created_at,11,timestamp with time zone,timestamptz,NO,now()
opportunities,updated_at,12,timestamp with time zone,timestamptz,NO,now()
opportunity_stages,id,1,uuid,uuid,NO,gen_random_uuid()
opportunity_stages,tenant_id,2,uuid,uuid,NO,
opportunity_stages,name,3,character varying,varchar,NO,
opportunity_stages,stage_order,4,integer,int4,NO,0
opportunity_stages,probability,5,numeric,numeric,YES,
opportunity_stages,is_closed,6,boolean,bool,NO,false
opportunity_stages,is_won,7,boolean,bool,NO,false
opportunity_stages,created_at,8,timestamp with time zone,timestamptz,NO,now()
opportunity_stages,updated_at,9,timestamp with time zone,timestamptz,NO,now()
payment_attempts,id,1,uuid,uuid,NO,gen_random_uuid()
payment_attempts,tenant_id,2,uuid,uuid,NO,
payment_attempts,payment_id,3,uuid,uuid,YES,
payment_attempts,invoice_id,4,uuid,uuid,YES,
payment_attempts,status,5,character varying,varchar,NO,'failed'::character varying
payment_attempts,error,6,text,text,YES,
payment_attempts,attempted_at,7,timestamp with time zone,timestamptz,NO,now()
payment_attempts,metadata,8,jsonb,jsonb,NO,'{}'::jsonb
payment_attempts,created_at,9,timestamp with time zone,timestamptz,NO,now()
payment_methods,id,1,uuid,uuid,NO,gen_random_uuid()
payment_methods,tenant_id,2,uuid,uuid,NO,
payment_methods,customer_id,3,uuid,uuid,YES,
payment_methods,provider,4,character varying,varchar,NO,
payment_methods,token,5,text,text,NO,
payment_methods,brand,6,character varying,varchar,YES,
payment_methods,last4,7,character varying,varchar,YES,
payment_methods,expires_month,8,integer,int4,YES,
payment_methods,expires_year,9,integer,int4,YES,
payment_methods,is_default,10,boolean,bool,NO,false
payment_methods,created_at,11,timestamp with time zone,timestamptz,NO,now()
payment_methods,updated_at,12,timestamp with time zone,timestamptz,NO,now()
payments,id,1,uuid,uuid,NO,gen_random_uuid()
payments,tenant_id,2,uuid,uuid,NO,
payments,invoice_id,3,uuid,uuid,YES,
payments,customer_id,4,uuid,uuid,YES,
payments,amount,5,numeric,numeric,NO,0
payments,currency,6,character varying,varchar,NO,'USD'::character varying
payments,status,7,character varying,varchar,NO,'pending'::character varying
payments,provider,8,character varying,varchar,YES,
payments,provider_payment_id,9,text,text,YES,
payments,paid_at,10,timestamp with time zone,timestamptz,YES,
payments,metadata,11,jsonb,jsonb,NO,'{}'::jsonb
payments,created_at,12,timestamp with time zone,timestamptz,NO,now()
payments,updated_at,13,timestamp with time zone,timestamptz,NO,now()
permissions,id,1,uuid,uuid,NO,gen_random_uuid()
permissions,resource,2,character varying,varchar,NO,
permissions,action,3,character varying,varchar,NO,
permissions,description,4,text,text,YES,
permissions,created_at,5,timestamp with time zone,timestamptz,NO,now()
plans,id,1,uuid,uuid,NO,gen_random_uuid()
plans,name,2,character varying,varchar,NO,
plans,description,3,text,text,YES,
plans,price,4,numeric,numeric,NO,0
plans,currency,5,character varying,varchar,NO,'USD'::character varying
plans,billing_interval,6,character varying,varchar,NO,'month'::character varying
plans,feature_limits,7,jsonb,jsonb,NO,'{}'::jsonb
plans,is_active,8,boolean,bool,NO,true
plans,created_at,9,timestamp with time zone,timestamptz,NO,now()
plans,updated_at,10,timestamp with time zone,timestamptz,NO,now()
policies,id,1,uuid,uuid,NO,gen_random_uuid()
policies,tenant_id,2,uuid,uuid,NO,
policies,title,3,character varying,varchar,NO,
policies,body,4,text,text,YES,
policies,policy_type,5,character varying,varchar,YES,
policies,status,6,character varying,varchar,NO,'active'::character varying
policies,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
policies,created_at,8,timestamp with time zone,timestamptz,NO,now()
policies,updated_at,9,timestamp with time zone,timestamptz,NO,now()
pricing_models,id,1,uuid,uuid,NO,gen_random_uuid()
pricing_models,tenant_id,2,uuid,uuid,NO,
pricing_models,name,3,character varying,varchar,NO,
pricing_models,model_type,4,character varying,varchar,NO,
pricing_models,tiers,5,jsonb,jsonb,NO,'[]'::jsonb
pricing_models,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
pricing_models,created_at,7,timestamp with time zone,timestamptz,NO,now()
pricing_models,updated_at,8,timestamp with time zone,timestamptz,NO,now()
pricing_rules,id,1,uuid,uuid,NO,gen_random_uuid()
pricing_rules,tenant_id,2,uuid,uuid,NO,
pricing_rules,pricing_model_id,3,uuid,uuid,YES,
pricing_rules,name,4,character varying,varchar,NO,
pricing_rules,conditions,5,jsonb,jsonb,NO,'{}'::jsonb
pricing_rules,actions,6,jsonb,jsonb,NO,'{}'::jsonb
pricing_rules,priority,7,integer,int4,NO,0
pricing_rules,is_active,8,boolean,bool,NO,true
pricing_rules,created_at,9,timestamp with time zone,timestamptz,NO,now()
pricing_rules,updated_at,10,timestamp with time zone,timestamptz,NO,now()
procedures,id,1,uuid,uuid,NO,gen_random_uuid()
procedures,tenant_id,2,uuid,uuid,NO,
procedures,title,3,character varying,varchar,NO,
procedures,steps,4,jsonb,jsonb,NO,'[]'::jsonb
procedures,status,5,character varying,varchar,NO,'active'::character varying
procedures,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
procedures,created_at,7,timestamp with time zone,timestamptz,NO,now()
procedures,updated_at,8,timestamp with time zone,timestamptz,NO,now()
products,id,1,uuid,uuid,NO,gen_random_uuid()
products,tenant_id,2,uuid,uuid,NO,
products,name,3,character varying,varchar,NO,
products,sku,4,character varying,varchar,YES,
products,description,5,text,text,YES,
products,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
products,is_active,7,boolean,bool,NO,true
products,created_at,8,timestamp with time zone,timestamptz,NO,now()
products,updated_at,9,timestamp with time zone,timestamptz,NO,now()
prompt_experiments,id,1,uuid,uuid,NO,gen_random_uuid()
prompt_experiments,tenant_id,2,uuid,uuid,NO,
prompt_experiments,name,3,character varying,varchar,NO,
prompt_experiments,variants,4,jsonb,jsonb,NO,'[]'::jsonb
prompt_experiments,metrics,5,jsonb,jsonb,NO,'{}'::jsonb
prompt_experiments,status,6,character varying,varchar,NO,'draft'::character varying
prompt_experiments,started_at,7,timestamp with time zone,timestamptz,YES,
prompt_experiments,ended_at,8,timestamp with time zone,timestamptz,YES,
prompt_experiments,created_at,9,timestamp with time zone,timestamptz,NO,now()
prompt_experiments,updated_at,10,timestamp with time zone,timestamptz,NO,now()
prompt_versions,id,1,uuid,uuid,NO,gen_random_uuid()
prompt_versions,tenant_id,2,uuid,uuid,NO,
prompt_versions,name,3,character varying,varchar,NO,
prompt_versions,version,4,integer,int4,NO,
prompt_versions,prompt,5,text,text,NO,
prompt_versions,metadata,6,jsonb,jsonb,NO,'{}'::jsonb
prompt_versions,created_by,7,uuid,uuid,YES,
prompt_versions,created_at,8,timestamp with time zone,timestamptz,NO,now()
proposals,id,1,uuid,uuid,NO,gen_random_uuid()
proposals,tenant_id,2,uuid,uuid,NO,
proposals,opportunity_id,3,uuid,uuid,YES,
proposals,title,4,character varying,varchar,NO,
proposals,version,5,integer,int4,NO,1
proposals,status,6,character varying,varchar,NO,'draft'::character varying
proposals,document_id,7,uuid,uuid,YES,
proposals,metadata,8,jsonb,jsonb,NO,'{}'::jsonb
proposals,created_at,9,timestamp with time zone,timestamptz,NO,now()
proposals,updated_at,10,timestamp with time zone,timestamptz,NO,now()
qualification_answers,id,1,uuid,uuid,NO,gen_random_uuid()
qualification_answers,tenant_id,2,uuid,uuid,NO,
qualification_answers,qualification_id,3,uuid,uuid,NO,
qualification_answers,question,4,text,text,NO,
qualification_answers,answer,5,text,text,YES,
qualification_answers,score,6,numeric,numeric,YES,
qualification_answers,evidence,7,text,text,YES,
qualification_answers,created_at,8,timestamp with time zone,timestamptz,NO,now()
qualification_frameworks,id,1,uuid,uuid,NO,gen_random_uuid()
qualification_frameworks,tenant_id,2,uuid,uuid,NO,
qualification_frameworks,name,3,character varying,varchar,NO,
qualification_frameworks,description,4,text,text,YES,
qualification_frameworks,criteria,5,jsonb,jsonb,NO,'{}'::jsonb
qualification_frameworks,is_active,6,boolean,bool,NO,true
qualification_frameworks,created_at,7,timestamp with time zone,timestamptz,NO,now()
qualification_frameworks,updated_at,8,timestamp with time zone,timestamptz,NO,now()
quotes,id,1,uuid,uuid,NO,gen_random_uuid()
quotes,tenant_id,2,uuid,uuid,NO,
quotes,proposal_id,3,uuid,uuid,YES,
quotes,opportunity_id,4,uuid,uuid,YES,
quotes,total_amount,5,numeric,numeric,NO,0
quotes,currency,6,character varying,varchar,NO,'USD'::character varying
quotes,status,7,character varying,varchar,NO,'draft'::character varying
quotes,line_items,8,jsonb,jsonb,NO,'[]'::jsonb
quotes,valid_until,9,date,date,YES,
quotes,created_at,10,timestamp with time zone,timestamptz,NO,now()
quotes,updated_at,11,timestamp with time zone,timestamptz,NO,now()
rate_limits,id,1,uuid,uuid,NO,gen_random_uuid()
rate_limits,tenant_id,2,uuid,uuid,YES,
rate_limits,key,3,character varying,varchar,NO,
rate_limits,window_start,4,timestamp with time zone,timestamptz,NO,
rate_limits,request_count,5,integer,int4,NO,0
rate_limits,limit_count,6,integer,int4,NO,
rate_limits,expires_at,7,timestamp with time zone,timestamptz,NO,
rate_limits,created_at,8,timestamp with time zone,timestamptz,NO,now()
rate_limits,updated_at,9,timestamp with time zone,timestamptz,NO,now()
refresh_tokens,id,1,uuid,uuid,NO,gen_random_uuid()
refresh_tokens,tenant_id,2,uuid,uuid,NO,
refresh_tokens,user_id,3,uuid,uuid,NO,
refresh_tokens,token_hash,4,text,text,NO,
refresh_tokens,revoked_at,5,timestamp with time zone,timestamptz,YES,
refresh_tokens,expires_at,6,timestamp with time zone,timestamptz,NO,
refresh_tokens,created_at,7,timestamp with time zone,timestamptz,NO,now()
renewals,id,1,uuid,uuid,NO,gen_random_uuid()
renewals,tenant_id,2,uuid,uuid,NO,
renewals,customer_id,3,uuid,uuid,NO,
renewals,renewal_date,4,date,date,NO,
renewals,amount,5,numeric,numeric,YES,
renewals,status,6,character varying,varchar,NO,'pending'::character varying
renewals,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
renewals,created_at,8,timestamp with time zone,timestamptz,NO,now()
renewals,updated_at,9,timestamp with time zone,timestamptz,NO,now()
reranking_logs,id,1,uuid,uuid,NO,gen_random_uuid()
reranking_logs,tenant_id,2,uuid,uuid,NO,
reranking_logs,query,3,text,text,NO,
reranking_logs,input_results,4,jsonb,jsonb,NO,'[]'::jsonb
reranking_logs,reranked_results,5,jsonb,jsonb,NO,'[]'::jsonb
reranking_logs,model,6,character varying,varchar,YES,
reranking_logs,latency_ms,7,integer,int4,YES,
reranking_logs,created_at,8,timestamp with time zone,timestamptz,NO,now()
response_metrics,id,1,uuid,uuid,NO,gen_random_uuid()
response_metrics,tenant_id,2,uuid,uuid,NO,
response_metrics,message_id,3,uuid,uuid,YES,
response_metrics,quality_score,4,numeric,numeric,YES,
response_metrics,metrics,5,jsonb,jsonb,NO,'{}'::jsonb
response_metrics,created_at,6,timestamp with time zone,timestamptz,NO,now()
retrieval_logs,id,1,uuid,uuid,NO,gen_random_uuid()
retrieval_logs,tenant_id,2,uuid,uuid,NO,
retrieval_logs,query,3,text,text,NO,
retrieval_logs,results,4,jsonb,jsonb,NO,'[]'::jsonb
retrieval_logs,scores,5,jsonb,jsonb,NO,'[]'::jsonb
retrieval_logs,latency_ms,6,integer,int4,YES,
retrieval_logs,created_at,7,timestamp with time zone,timestamptz,NO,now()
role_permissions,role_id,1,uuid,uuid,NO,
